row_label,col_1,col_2,col_3
Litwin &Sons,"July 7, 1938","Feb. 17, 1939 July 13, 1938",
Locke Insulator Corporation,"Apr. 24,1939","Apr. 24, 1939",0)
Loew's Inc.-M. G. M. et al,"Sept. 22, 1938","Oct. 20,",0)
- Do Long Bell Lumber Co,"Oct. 3,1938",Oct.,(3)
Longhall Lumber Co,"Mar. 20,1939","1938 Mar. 22,",(1)
Los Anceles &San Francisco Navigation Co. et al,_do Jan.,"24,1938 1939 do","June(1)3,"
"Louis Weinberg Associates, Inc","30.1939 Feb. 20,1939","Jan. 31,1939 Feb.",Sept.
"Luckenbach Gulf Steamship Co., Inc","July 18,1933","20,1939 July 26,1938","1939 29,1938 (I)"
"Lykes Bros. Steamship Co., Inc Lykes Bros. Coastwise Line, Inc","Apr. 6, 1939",Apr.,
"McAlbert Oil, Inc., and D. B. McDaniel Drilling Corpora-",do -,do,
,,"5,1939",(1)
tion,"Apr. 11,1939 Sept. 22,1938","Sept. 27,1938 Apr. 11,1939","May 24,1939"
McAdoo Sportswear Co,,,
Corporation,"July 21,1938","July .21,1938","Sept. 14,1938"
:McCall,,,
